"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
174,1,1," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Gabriel"," sees a professional gymnast.","super","super","","contextWithSuper","gymnast"
174,3,2,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Eric"," picks up a watermelon.","super","sub_plural","","contextWithSuper","watermelon"
174,1,3,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Kim"," lives in Maryland and steps outside in Winter.","super","sub_plural","She","contextWithSuper","day in Winter"
174,1,4,"heavy","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Stephen"," picks up a grape.","super","sub_plural","","contextWithSuper","grape"
174,2,5,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a toaster and looks at the price.","expensive","kitchen appliances","positive","Monica"," finds a toaster and looks at the price.","super","sub_plural","She","contextWithSuper","toaster"
174,2,6,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Charles"," lives in Maryland and steps outside in Fall.","super","sub_plural","He","contextWithSuper","day in Fall"
174,1,7,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a bottle opener and looks at the price.","expensive","kitchen appliances","positive","Natalia"," finds a bottle opener and looks at the price.","super","sub_plural","She","contextWithSuper","bottle opener"
174,2,8,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a music video.","short","things you watch online","negative","Kathleen"," finds a music video to watch online with their friend.","super","sub_plural","","contextWithSuper","music video"
174,3,9," tall","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Gary"," sees a professional basketball player.","super","super","","contextWithSuper","basketball player"
174,3,10,"expensive","price","sub_plural","female"," is browsing around a kitchen appliance store. She finds a dishwasher and looks at the price.","expensive","kitchen appliances","positive","Laura"," finds a dishwasher and looks at the price.","super","sub_plural","She","contextWithSuper","dishwasher"
174,3,11,"warm","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. He looks at the weather report for today, a day in Summer.","warm","days of the year","positive","Michael"," lives in Maryland and steps outside in Summer.","super","super","He","contextWithSuper","day in Summer"
174,2,12,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up an apple.","light","produce","negative","Simon"," picks up an apple.","super","sub_plural","","contextWithSuper","apple"
174,1,13,"short","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","Mika"," finds a video of a cute animal to watch online with their friend.","super","super","","contextWithSuper","video of the cute animal"
174,2,14," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","Tanya"," sees a professional soccer player.","super","super","","contextWithSuper","soccer player"
174,3,15,"short","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","short","things you watch online","negative","Lucas"," finds a movie to watch online with their friend.","super","super","","contextWithSuper","movie"
175,1,1,"light","weight","super","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","John"," picks up a grape.","sub_plural","sub_plural","","contextWithSuper","grape"
175,1,2,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Michelle"," lives in Maryland and steps outside in Winter.","sub_plural","sub_plural","She","contextWithSuper","day in Winter"
175,1,3,"short","time","super","male"," is searching for things to watch online with their friend and finds a video of a cute animal.","short","things you watch online","negative","David"," finds a video of a cute animal to watch online with their friend.","sub_plural","sub_plural","","contextWithSuper","video of the cute animal"
175,2,4,"heavy","weight","super","male"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Cameron"," picks up an apple.","sub_plural","sub_plural","","contextWithSuper","apple"
175,2,5,"warm","temperature","super","female"," lives in Maryland and checks the weather everyday. She looks at the weather report for today, a day in Fall.","warm","days of the year","positive","Natalia"," lives in Maryland and steps outside in Fall.","sub_plural","sub_plural","She","contextWithSuper","day in Fall"
175,3,6,"heavy","weight","super","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Stephanie"," picks up a watermelon.","sub_plural","sub_plural","","contextWithSuper","watermelon"
175,1,7,"cheap","price","super","male"," is browsing around a kitchen appliance store. He finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Lee"," finds a bottle opener and looks at the price.","sub_plural","sub_plural","He","contextWithSuper","bottle opener"
